smiles,compound_id,MolWt,LogP,NumHDonors,NumHAcceptors
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@@H]2C1,4891,312.41300000000007,2.5349000000000004,0.0,2.0
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@H]2C1,4891,312.41300000000007,2.5349000000000004,0.0,2.0
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,4893,383.40800000000024,1.7845999999999997,1.0,8.0
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,4993,248.71700000000004,2.5238000000000005,2.0,4.0
CCCNC[C@@H](O)COc1ccccc1C(=O)CCc1ccccc1,4932,341.4510000000001,3.2414000000000023,2.0,4.0
O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,5339,398.4000000000001,3.7016000000000013,3.0,7.0
CC(C)(C)c1ccc([C@@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,5405,471.6850000000001,6.445800000000008,2.0,3.0
CC(C)(C)c1ccc([C@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,5405,471.6850000000001,6.445800000000008,2.0,3.0
O=C1C(CC[S@](=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,5342,404.4910000000001,3.795500000000003,0.0,3.0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,6249,349.4120000000001,0.3181000000000002,3.0,5.0
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,6167,399.4430000000002,2.871600000000001,1.0,6.0
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,9444,244.207,-3.1679999999999997,4.0,9.0
I,24841,127.91199999999999,0.6180000000000001,0.0,0.0
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,37542,244.20700000000002,-3.0114999999999994,4.0,8.0
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,44093,217.28999999999996,0.6279000000000001,2.0,3.0
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,53232,404.54700000000025,4.195500000000004,1.0,5.0
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,126941,454.44700000000023,0.2684000000000012,5.0,10.0
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,441199,427.4600000000002,0.09859999999999991,3.0,8.0
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,441140,352.7700000000001,2.8103000000000007,0.0,6.0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,444795,300.44200000000006,5.602600000000005,1.0,1.0
CC(C)=CCC/C(C)=C/CO,637566,154.253,2.6714000000000016,1.0,1.0
Cn1cc[nH]c1=S,1349907,114.173,1.08269,1.0,2.0
Nc1nc(=S)c2[nH]cnc2[nH]1,2723601,167.197,0.5976899999999998,3.0,4.0
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,54676228,331.35300000000007,1.5809999999999997,2.0,5.0
Nc1nc2c(ncn2COCCO)c(=O)[nH]1,135398513,225.20799999999997,-1.3318000000000003,3.0,7.0
Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,35370,267.245,-0.19628000000000012,2.0,6.0
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,3033,296.153,4.364100000000001,2.0,2.0
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,4740,278.31200000000007,0.19300000000000006,0.0,7.0
Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,5775,281.35900000000004,2.840420000000001,2.0,4.0
C[N+](C)(C)CCO,305,104.17299999999999,-0.3150999999999999,1.0,1.0
NCCCCNCCCN,1102,145.25,-0.3362999999999989,3.0,3.0
CC(=O)OCC[N+](C)(C)C,187,146.21,0.25570000000000004,0.0,2.0
NCCO,700,61.083999999999996,-1.0626000000000002,2.0,2.0
O=[N+]([O-])O,944,63.01200000000001,-0.34770000000000006,1.0,2.0
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,896,232.28299999999996,1.8550999999999997,2.0,2.0
O=C(O)C(=O)O,971,90.03399999999999,-0.8443999999999998,2.0,2.0
Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1,2132,378.10800000000023,3.1869000000000014,3.0,3.0
Nc1ccncc1,1727,94.11699999999999,0.6638000000000001,1.0,2.0
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,1981,415.82900000000006,3.4705200000000014,1.0,6.0
CCC[C@](C)(COC(N)=O)COC(=O)NC(C)C,2576,260.334,2.0227,2.0,4.0
CCC[C@@](C)(COC(N)=O)COC(=O)NC(C)C,2576,260.334,2.0227,2.0,4.0
CN(C)c1nc(N(C)C)nc(N(C)C)n1,2123,210.285,0.0696000000000001,0.0,6.0
COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,2353,336.3670000000001,3.096300000000001,0.0,4.0
CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,2082,265.33799999999997,3.2433000000000005,2.0,4.0
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)N[C@@H](Cc1ccccc1)NS2(=O)=O,2315,421.4220000000001,1.6254000000000004,3.0,5.0
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)N[C@H](Cc1ccccc1)NS2(=O)=O,2315,421.4220000000001,1.6254000000000004,3.0,5.0
C[C@@H](C(=O)O)c1cccc(Oc2ccccc2)c1,3342,242.274,3.6670000000000016,1.0,2.0
CCCC(=O)Nc1ccc(OC[C@H](O)CNC(C)C)c(C(C)=O)c1,1978,336.4320000000001,2.3655,3.0,5.0
CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,2725,274.795,3.8186000000000027,0.0,2.0
CN(C)CC[C@H](c1ccc(Cl)cc1)c1ccccn1,2725,274.795,3.8186000000000027,0.0,2.0
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,2762,262.22099999999995,0.8432999999999997,1.0,6.0
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,3598,406.90700000000004,6.609000000000001,2.0,2.0
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,3463,250.33799999999997,3.573240000000002,1.0,2.0
O=c1[nH]c2cc(Cl)ccc2o1,2733,169.56699999999998,1.7745,1.0,2.0
Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,2993,456.6780000000002,6.170240000000007,2.0,2.0
CC(C)N(CC[C@@](C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,3114,339.4830000000001,3.361900000000002,1.0,3.0
CC(C)N(CC[C@](C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,3114,339.4830000000001,3.361900000000002,1.0,3.0
CCN(CC)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,2719,319.88000000000005,4.810600000000004,1.0,3.0
CCN(CC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,2719,319.88000000000005,4.810600000000004,1.0,3.0
Cc1cc(C2CCCCC2)n(O)c(=O)c1,2749,207.273,2.4417199999999992,1.0,3.0
Oc1c(Cl)cc(Cl)c2cccnc12,2722,214.051,3.2472000000000003,1.0,2.0
Cn1c(=O)c2c(ncn2C)n(C)c1=O,2519,194.194,-1.0293,0.0,6.0
COc1ccccc1OC[C@@H](O)CO,3516,198.21799999999996,0.4272000000000001,2.0,4.0
COc1ccccc1OC[C@H](O)CO,3516,198.21799999999996,0.4272000000000001,2.0,4.0
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,3339,360.837,4.680000000000004,0.0,4.0
CC[N+](C)(C)c1cccc(O)c1,3202,166.24399999999997,1.9790000000000003,1.0,1.0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,3229,320.324,0.6633000000000002,2.0,6.0
O=C(O)c1cc(=O)c2ccccc2[nH]1,3845,189.17000000000002,1.2262999999999997,2.0,2.0
OCCOCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,3658,374.91200000000015,3.055900000000001,1.0,4.0
OCCOCCN1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,3658,374.91200000000015,3.055900000000001,1.0,4.0
C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,3394,244.265,3.6808000000000023,1.0,1.0
C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,3394,244.265,3.6808000000000023,1.0,1.0
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,3827,309.4340000000001,4.014400000000004,0.0,3.0
CCCOc1ccc2nc(NC(=O)OC)[nH]c2c1,4622,249.26999999999998,2.5300000000000002,2.0,4.0
CC[C@]1(c2ccccc2)NC(=O)N(C)C1=O,4060,218.25599999999994,1.4735000000000003,1.0,2.0
CC[C@@]1(c2ccccc2)NC(=O)N(C)C1=O,4060,218.25599999999994,1.4735000000000003,1.0,2.0
C[C@@H](C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,3718,281.311,3.0351000000000017,1.0,2.0
C[C@H](C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,3718,281.311,3.0351000000000017,1.0,2.0
Cc1cccc(C)c1OC[C@@H](C)N,4178,179.26299999999998,2.0294399999999997,1.0,2.0
Cc1cccc(C)c1OC[C@H](C)N,4178,179.26299999999998,2.0294399999999997,1.0,2.0
CCN(CCO)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,3652,335.8790000000001,3.783000000000002,2.0,4.0
CCN(CCO)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,3652,335.8790000000001,3.783000000000002,2.0,4.0
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,3647,331.29699999999997,0.014100000000000557,3.0,5.0
CSc1ccc2c(c1)[C@@H](N1CCN(C)CC1)Cc1ccccc1S2,4106,356.56,4.4043000000000045,0.0,4.0
CSc1ccc2c(c1)[C@H](N1CCN(C)CC1)Cc1ccccc1S2,4106,356.56,4.4043000000000045,0.0,4.0
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N[C@@H]1C,4170,365.8420000000001,2.714120000000001,2.0,4.0
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N[C@H]1C,4170,365.8420000000001,2.714120000000001,2.0,4.0
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,4421,232.23899999999998,1.4230200000000002,1.0,4.0
O=C(O)P(=O)(O)O,3415,126.00399999999998,-0.1579000000000001,3.0,2.0
CN(CCCl)CCCl,4033,156.056,1.3958,0.0,1.0
COc1ccccc1OC[C@H](O)COC(N)=O,4107,241.24299999999994,0.5302000000000002,2.0,5.0
COCCc1ccc(OC[C@H](O)CNC(C)C)cc1,4171,267.36899999999997,1.6132,2.0,4.0
COCCc1ccc(OC[C@@H](O)CNC(C)C)cc1,4171,267.36899999999997,1.6132,2.0,4.0
Cc1cccc(CN2CCN([C@H](c3ccccc3)c3ccc(Cl)cc3)CC2)c1,4034,390.9580000000002,5.555620000000006,0.0,2.0
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,4636,260.3809999999999,2.850740000000001,2.0,3.0
Clc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,4189,416.1350000000001,6.454800000000002,0.0,3.0
CC(=O)/N=c1\sc(S(N)(=O)=O)nn1C,4100,236.278,-1.4237999999999997,1.0,6.0
CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,4628,261.23299999999995,1.4483000000000001,1.0,5.0
CCOC(=O)Nc1c[n+](N2CCOCC2)no1,4239,243.24299999999994,-0.5012999999999994,1.0,6.0
C1CCC(C(C[C@H]2CCCCN2)C2CCCCC2)CC1,4746,277.496,5.295400000000005,1.0,1.0
C1CCC(C(C[C@@H]2CCCCN2)C2CCCCC2)CC1,4746,277.496,5.295400000000005,1.0,1.0
CC(C)NC[C@H](O)COc1cccc2ccccc12,4946,259.34900000000005,2.5775000000000006,2.0,3.0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,4539,319.336,1.2683,2.0,5.0
CCC[C@@H](C)C1(CC)C(=O)NC(=O)NC1=O,4737,226.276,1.1849999999999998,2.0,3.0
CN(C)CC[C@@H](c1ccccc1)c1ccccn1,4761,240.35000000000002,3.1652000000000013,0.0,2.0
CN(C)CC[C@H](c1ccccc1)c1ccccn1,4761,240.35000000000002,3.1652000000000013,0.0,2.0
CCC1(c2ccccc2)C(=O)NCNC1=O,4909,218.25599999999994,0.5378999999999999,2.0,2.0
[H]/N=C(\N)c1ccc(OCCCCCOc2ccc(/C(N)=N/[H])cc2)cc1,4735,340.42699999999996,2.8828400000000007,4.0,4.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1,4474,479.5330000000002,3.677800000000002,1.0,8.0
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,5340,255.32400000000004,1.5261,2.0,5.0
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,4911,285.36499999999995,2.1955,1.0,3.0
O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,5265,395.47800000000007,3.217100000000001,1.0,4.0
C[C@H](CN1c2ccccc2Sc2ccccc21)N(C)C,4927,284.428,4.239400000000003,0.0,3.0
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,5329,253.28300000000002,1.3660199999999998,2.0,5.0
Clc1ccc(CS[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,5318,397.75800000000015,6.518000000000003,0.0,3.0
Clc1ccc(CS[C@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,5318,397.75800000000015,6.518000000000003,0.0,3.0
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,5546,253.26900000000003,0.8334000000000001,3.0,7.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,5578,290.32300000000004,1.2575999999999998,2.0,7.0
NCCc1ccc(O)cc1,5610,137.18199999999996,0.8934,2.0,2.0
O=C1C=C2C(=CCO[C@@H]2O)O1,4696,154.12099999999998,-0.2979000000000001,1.0,4.0
O=C1C=C2C(=CCO[C@H]2O)O1,4696,154.12099999999998,-0.2979000000000001,1.0,4.0
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,5577,388.46400000000017,2.5828000000000007,1.0,6.0
NC(CO)(CO)CO,6503,121.136,-2.3391999999999995,4.0,4.0
Cc1ccc(S(=O)(=O)O)cc1,6101,172.205,1.2417200000000002,1.0,2.0
CCN(Cc1ccncc1)C(=O)[C@H](CO)c1ccccc1,5593,284.359,2.2062,1.0,3.0
CCN(Cc1ccncc1)C(=O)[C@@H](CO)c1ccccc1,5593,284.359,2.2062,1.0,3.0
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,6049,292.244,-2.0711999999999957,4.0,6.0
CNC[C@H](O)c1cccc(O)c1,6041,167.20799999999997,0.645,3.0,3.0
CN[C@@H](C)[C@@H](O)c1ccccc1,7028,165.236,1.3278999999999999,2.0,2.0
C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,6758,394.4230000000001,3.7033000000000023,0.0,6.0
CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,8226,339.4390000000002,1.9247,3.0,3.0
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,9064,290.271,1.5460999999999998,5.0,6.0
CC(=O)N[C@@H](CS)C(=O)O,12035,163.198,-0.4945,3.0,3.0
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,15541,332.353,-2.9255999999999953,5.0,9.0
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,18381,470.3340000000002,3.2021200000000007,2.0,6.0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,20824,378.4060000000001,0.4864999999999999,3.0,5.0
CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,20824,378.4060000000001,0.4864999999999999,3.0,5.0
c1ccc([C@H]2CN3CCSC3=N2)cc1,26879,204.298,2.1460999999999997,0.0,3.0
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,38853,211.21699999999998,0.4423000000000001,4.0,4.0
CC(C)(C)NC[C@H](O)COc1cccc2c1C[C@H](O)[C@H](O)C2,39147,309.406,0.6347999999999998,4.0,5.0
CC(C)(C)NC[C@@H](O)COc1cccc2c1C[C@H](O)[C@H](O)C2,39147,309.406,0.6347999999999998,4.0,5.0
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,47965,363.3950000000001,0.15050000000000108,4.0,6.0
O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,439246,272.25600000000003,2.5099000000000014,3.0,5.0
C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,442428,580.5390000000003,-1.1652000000000007,8.0,14.0
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,446541,320.341,2.73322,2.0,5.0
O=C(O)/C=C\C(=O)O,444266,116.07199999999999,-0.28819999999999985,2.0,2.0
S=c1nc[nH]c2nc[nH]c12,667490,152.182,1.0154899999999998,2.0,3.0
CN1CCCN=C1/C=C/c1cccs1,708857,206.31400000000002,2.4953000000000003,0.0,3.0
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,1548943,305.418,3.789600000000003,2.0,3.0
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,2733526,371.524,5.9961000000000055,0.0,2.0
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,5280805,610.5210000000004,-1.6871000000000003,10.0,16.0
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,5282443,278.399,3.917520000000003,0.0,2.0
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,5280443,270.24,2.576800000000001,3.0,5.0
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,5280343,302.23800000000006,1.988,5.0,7.0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,5388962,376.45300000000026,1.6046,2.0,5.0
O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,6914273,314.257,1.7404999999999997,1.0,6.0
CC(=O)C[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,54678486,308.3330000000001,3.609600000000003,1.0,4.0
CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,54678486,308.3330000000001,3.609600000000003,1.0,4.0
CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,54675769,612.6320000000002,3.6271200000000023,5.0,11.0
Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1,135398658,441.40400000000017,-0.04479999999999945,6.0,9.0
CN(C)CCN(Cc1ccccc1)c1ccccn1,5587,255.36500000000004,2.649800000000001,0.0,3.0
C[C@H](COc1ccccc1)N(CCCl)Cc1ccccc1,4768,303.83299999999997,4.194900000000003,0.0,2.0
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,5983,275.352,1.7739,1.0,4.0
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S@@](C)=O)cc1,1548887,356.41800000000006,4.365500000000003,1.0,2.0
c1ccc2c(CC3=NCCN3)cccc2c1,4436,210.28000000000003,2.3840000000000003,1.0,2.0
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,54677971,337.38200000000006,1.6425,2.0,6.0
CC(C)COC[C@@H](CN(Cc1ccccc1)c1ccccc1)N1CCCC1,2351,366.5490000000002,4.830200000000005,0.0,3.0
CC(C)COC[C@H](CN(Cc1ccccc1)c1ccccc1)N1CCCC1,2351,366.5490000000002,4.830200000000005,0.0,3.0
C[C@@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,4583,361.37300000000005,1.5439999999999998,1.0,6.0
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,39042,361.82500000000005,3.554500000000001,2.0,3.0
CCN(CC)CCC[C@H](C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,237,399.9660000000002,5.972400000000006,1.0,4.0
CCN(CC)CCC[C@@H](C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,237,399.9660000000002,5.972400000000006,1.0,4.0
O=C(O)CCCC[C@@H]1CCSS1,864,206.332,2.7851000000000017,1.0,3.0
O=C(O)CCCC[C@H]1CCSS1,864,206.332,2.7851000000000017,1.0,3.0
NCCCC(=O)O,119,103.12099999999998,-0.19009999999999977,2.0,2.0
O=S(=O)(O)CCS,598,142.201,-0.19599999999999984,2.0,3.0
O=C(O)c1cccnc1C(=O)O,1066,167.11999999999998,0.478,2.0,3.0
NCCCCN,1045,88.15400000000001,-0.3159999999999998,2.0,2.0
O=C(O)O,767,62.02400000000001,0.2224,2.0,1.0
O=P(O)(O)O,1004,97.99399999999999,-0.9286000000000001,3.0,1.0
O=C(O)CCC(=O)O,1110,118.088,-0.06420000000000009,2.0,2.0
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,2471,364.42300000000006,3.036500000000001,3.0,5.0
NC(=O)c1cccc(N)c1,1645,136.154,0.36770000000000025,2.0,2.0
NC(N)=O,1176,60.056,-0.9762000000000002,2.0,1.0
COc1c2ccoc2cc2oc(=O)ccc12,2355,216.19199999999995,2.5478000000000005,0.0,4.0
Nc1ccc(C(=O)NCC(=O)O)cc1,2148,194.19000000000003,0.08319999999999966,3.0,3.0
O=C(OCc1ccccc1)c1ccccc1,2345,212.248,3.0436000000000014,0.0,2.0
C[C@@H]1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,3374,261.252,2.346,1.0,3.0
C[C@H]1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,3374,261.252,2.346,1.0,3.0
NC[C@H](CC(=O)O)c1ccc(Cl)cc1,2284,213.664,1.857,2.0,2.0
NC[C@@H](CC(=O)O)c1ccc(Cl)cc1,2284,213.664,1.857,2.0,2.0
O=C1CCO1,2365,72.063,-0.06669999999999998,0.0,2.0
Cc1cc(=O)n(-c2ccccc2)n1C,2206,188.23000000000002,1.4844199999999999,0.0,3.0
OC[C@@H](S)CS,3080,124.23,0.20690000000000003,3.0,3.0
OC[C@H](S)CS,3080,124.23,0.20690000000000003,3.0,3.0
O=C(O)CCCCCCCC(=O)O,2266,188.22299999999998,1.8863,2.0,2.0
CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,2562,333.47200000000015,3.400000000000002,0.0,4.0
c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,2200,265.36,2.6949000000000014,1.0,3.0
NS(=O)(=O)c1cc([C@@]2(O)NC(=O)c3ccccc32)ccc1Cl,2732,338.77200000000005,0.9242000000000001,3.0,4.0
NS(=O)(=O)c1cc([C@]2(O)NC(=O)c3ccccc32)ccc1Cl,2732,338.77200000000005,0.9242000000000001,3.0,4.0
N[C@H](CO)C(=O)NNCc1ccc(O)c(O)c1O,2327,257.246,-1.7562,7.0,7.0
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,3025,343.471,3.4853000000000023,1.0,4.0
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,2764,331.34700000000004,1.5833,2.0,5.0
CN(C)CCOC(=O)[C@@H](c1ccccc1)C1(O)CCCC1,2905,291.39100000000013,2.1801000000000004,1.0,4.0
CN(C)CCOC(=O)[C@H](c1ccccc1)C1(O)CCCC1,2905,291.39100000000013,2.1801000000000004,1.0,4.0
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,2796,242.702,3.060500000000001,0.0,3.0
C[N+](C)(C)CCOC(N)=O,2551,147.19799999999998,-0.2121000000000003,1.0,2.0
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,3037,269.127,3.9954000000000023,2.0,2.0
[H]N=C(N)N,3520,59.071999999999996,-1.1614300000000002,3.0,1.0
Nc1cc(-c2ccncc2)c[nH]c1=O,3698,187.202,1.0191,2.0,3.0
CCc1cccc2c3c([nH]c12)[C@@](CC)(CC(=O)O)OCC3,3308,287.35900000000004,3.383000000000002,2.0,2.0
CCc1cccc2c3c([nH]c12)[C@](CC)(CC(=O)O)OCC3,3308,287.35900000000004,3.383000000000002,2.0,2.0
CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,3293,217.31199999999998,3.692700000000002,1.0,2.0
CN(C)CCO[C@](C)(c1ccccc1)c1ccccn1,3162,270.37600000000003,2.923300000000001,0.0,3.0
CN(C)CCO[C@@](C)(c1ccccc1)c1ccccn1,3162,270.37600000000003,2.923300000000001,0.0,3.0
COc1c2occc2cc2ccc(=O)oc12,4114,216.19199999999995,2.5478000000000005,0.0,4.0
C1N2CN3CN1CN(C2)C3,4101,140.19,-1.0197999999999992,0.0,4.0
CC1=NN(c2ccccc2)C(=O)C1,4021,174.20299999999995,1.7992,0.0,2.0
CNC(C)(C)Cc1ccccc1,3677,163.264,2.2271,1.0,1.0
CCN(CC)C(=O)c1cccc(C)c1,4284,191.274,2.4770200000000004,0.0,1.0
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,3715,357.793,3.9273200000000026,1.0,4.0
O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,3351,388.85100000000017,2.791900000000001,0.0,5.0
CON,4113,47.056999999999995,-0.4935,1.0,2.0
O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,4488,282.221,3.542200000000001,2.0,3.0
C[C@H]1CC[C@@H](NC(=O)N(CCCl)N=O)CC1,5198,247.72599999999994,2.496900000000001,1.0,3.0
NC[C@@H](O)c1ccc(O)cc1,4581,153.18099999999998,0.3843,3.0,3.0
